PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Rank
77.8,89.4,25.8,78.9,57.8,41.4,25.8,110.7,79.5,19,87.7,20.2,306,Hazardous
96.7,361.7,19.9,101.1,64.2,43.3,19.9,127.9,55,23,101.9,17.7,650,Out of Range
75.1,177.5,29.6,89.7,65.8,62.8,29.6,116.4,67.1,19.7,87.4,17.3,515,Out of Range
69.3,287.8,15.2,79.3,52.7,40.2,15.2,85.9,65.3,16,69.1,11.5,529,Out of Range
71.5,143.3,27,89.1,63.6,61.1,27,111.4,65.6,21.8,106.7,16.8,404,Hazardous
104.1,230.3,43.5,101.4,81.9,82,43.5,113.4,58.1,29.8,84.8,26.5,773,Out of Range
88.9,334.8,30.6,93.2,68.3,70.5,30.6,112.5,61.5,21.9,99.3,17.5,763,Out of Range
82,245.9,14.9,92.1,56.1,49.8,14.9,113.3,65.3,19.3,59.8,9.5,474,Hazardous
84.4,225.5,6.9,74.7,41.5,30.1,6.9,115.4,90.8,13.6,45.8,6.5,343,Hazardous
84.5,180.4,7.6,87.6,48.4,36.1,7.6,102.4,69,14.5,45.6,6.3,278,Severe
76.5,163.3,9.3,76.7,44.3,34.5,9.3,103.5,93.5,14.3,61.8,7.5,256,Severe
63.9,151.4,13.9,69.3,44.2,37.4,13.9,70.3,105.3,12.8,61,9.5,300,Severe
81.1,258.7,19.4,109.1,67.2,58.3,19.4,93.3,65.7,19.6,72.5,11.3,532,Out of Range
73.6,197.8,26,173.1,103.8,79.9,26,93.9,36.5,17.7,61.5,9.9,534,Out of Range
75.8,270.9,31.6,146.8,95.2,92.8,31.6,113.8,42,21.2,64.9,11.1,738,Out of Range
77.9,270.8,23.2,137.6,84.4,68.3,23.2,107.6,50.5,16.5,56.8,10.2,622,Out of Range
77.7,320,8.9,135.7,72.8,41.2,8.9,101.9,48.7,14.3,49.5,6.4,517,Out of Range
66.9,148.3,5.9,92.6,49.5,31.5,5.9,89.5,68.6,9,38,4.2,216,Severe
74.6,143.4,16.3,133.5,77.3,52.5,16.3,103.2,55.2,12.2,55.8,8,316,Hazardous
89.1,85.8,44.6,137.2,100.2,101.1,44.6,92.6,59.4,18.2,59.6,18,586,Out of Range
110.3,443.6,30.4,150.9,94.6,76,30.4,95.5,47.6,17,102.3,16.3,898,Out of Range
82.5,197.7,20.6,150.5,88.8,52.1,20.6,106.7,43.2,15.9,76.6,13.5,421,Hazardous
108,245.7,22.7,132.6,81.6,73.5,22.7,86.8,11,15.1,58.2,10.2,542,Out of Range
92.9,334.2,14.3,114.3,66.4,50.6,14.3,83.9,51.7,11.3,39,7.5,610,Out of Range
87.3,176.2,44,163.4,112.6,119.4,44,128,12.2,18.2,77.9,13.3,716,Out of Range
89.1,349.1,29.5,132.7,86.8,85.7,29.5,119.1,41.7,25,85.8,13.5,804,Out of Range
51.6,199.9,32.4,127.3,86.3,90.8,32.4,101,31.7,14.1,54.3,9.5,656,Out of Range
91.1,269,65.1,169.2,131.1,189.5,65.1,128.8,25,21.5,61.9,9.8,1201,Out of Range
88.7,247.2,52.5,164.9,122.7,112.1,52.5,100.9,60.5,27,118.2,24.4,881.3,Out of Range
108.9,362.8,30.7,273.4,155.6,-8.2,30.7,113.3,59.2,39.8,189.8,48.8,595,Out of Range
89.6,229.7,9.9,141.3,76.3,50.4,9.9,124.1,70.9,14.1,48.3,4.1,384,Hazardous
55.3,20.6,29.4,87,66.1,80.5,29.4,91.7,47.7,8,40.5,7.7,332,Hazardous
97.9,396.3,52.6,123.1,111.3,130.8,52.6,100.6,40.9,25.8,109.3,18.7,1155,Out of Range
128.6,223.8,89.6,160.7,157.6,203.7,89.6,124.4,40.1,36,111,29.7,1355,Out of Range
103.6,530.8,52.9,173.5,132.4,127.3,52.9,96.2,43.5,24.1,102.8,20.1,1367,Out of Range
102.2,451.1,15.2,145.6,82.3,60.3,15.2,137,63.2,13.5,56.1,5.8,795,Out of Range
89.5,76.6,35.4,122.5,94.4,86.2,35.4,156.6,83.7,14.9,82.3,12.7,430,Hazardous
101.9,263.1,65.3,189.7,141.2,175.7,65.3,125.5,41.5,18.2,69.9,13.4,1153,Out of Range
118,297.9,83.8,203.4,161.8,213.7,83.8,147.6,41,24.7,100.8,19.5,1414,Out of Range
115.8,368.4,42.5,166.1,125,121,42.5,151.9,32.2,12.3,41.9,8.8,1042,Out of Range
189.1,288.2,94,178.1,161,273.8,94,168.4,39.1,0.7,5.8,3.2,1613,Out of Range
88.4,199.8,15.1,155.7,87.3,54.1,15.1,106.3,44.1,0.7,5.8,3.2,433,Hazardous
96.6,-134,73.2,201.6,152.9,210.7,73.2,146.1,8,0.7,5.8,3.2,692,Out of Range
98,-162.9,71.5,201.2,151.5,206.4,71.5,146.3,7.9,0.7,5.8,3.2,620,Out of Range
93.3,16.9,49.9,186.2,128,146.4,49.9,142.8,32.9,0.7,5.8,3.2,617,Out of Range
104.9,213.6,25.5,154,94.1,83.3,25.5,121.2,38.1,0.7,5.8,3.2,590,Out of Range
109.3,364.4,27,156.2,96.4,87.5,27,121.6,49.8,0.7,5.8,3.2,856,Out of Range
70.3,1.4,48.1,140.8,105.1,138.7,48.1,97.6,55.8,0.7,5.8,3.2,587,Out of Range
103.2,5.9,109,173.7,166.2,305.5,109,125.5,42.1,0.7,5.8,3.2,1423,Out of Range
185.8,217.2,124,172.8,186.7,354.3,124,120.9,41,0.7,5.8,3.2,1917,Out of Range
84.5,167.8,20.3,99.7,63.8,64.9,20.3,151.2,29.5,0.7,5.8,3.2,471,Hazardous
89.4,113,28.9,130.9,85.5,90.9,28.9,110.9,34.1,0.7,5.8,3.2,488,Hazardous
64.6,249.2,10.3,117.2,64.8,37.1,10.3,104.8,51.4,0.7,5.8,3.2,471,Hazardous
65.4,105.3,6.2,104.3,53.7,27.6,6.2,59.3,64.7,0.7,5.8,3.2,172,Very Unhealthy
52.2,5.4,32.4,106.9,76.3,94.1,32.4,84.2,62.7,0.7,5.8,3.2,390,Hazardous
75.1,233.9,36.7,176.4,113.4,107.5,36.7,124.9,67.8,0.7,5.8,3.2,802,Out of Range
83.7,287.4,47.5,180.3,123.4,138.8,47.5,130.3,48,0.7,5.8,3.2,1035,Out of Range
220.5,96.1,108.7,177.2,178.2,316.9,108.7,133.4,41.8,0.7,5.8,3.2,1477,Out of Range
242.7,248.2,132.5,199.2,246,372.8,132.5,152.6,44.1,0.7,5.8,3.2,2049,Out of Range
114.8,270.1,74.4,159.2,138.7,198.9,74.4,122.1,32.4,9.8,41.5,10.9,1314,Out of Range
92.9,361.1,67,164.8,130.5,128.5,67,123.5,46.9,19,134.7,29.3,1215,Out of Range
91.7,284.8,92.9,135.7,136.2,201.8,92.9,108.4,46.2,27.4,129,30.3,1483,Out of Range
138.4,53.7,134.9,142,169.9,292.3,134.9,127.7,25.6,28,205.7,40.1,1526,Out of Range
67.1,130.9,17.6,28.4,31.4,26.3,2.2,14.2,34.4,3.3,8.4,2.4,164.7,Very Unhealthy
38.8,185.9,27.8,125.4,81.9,47.5,27.8,91.5,46.8,7.7,72.6,16.3,517.4,Out of Range
49.2,131.8,30.1,135.7,88.6,59,30.1,123.8,40.6,10.9,75.2,15.7,460,Hazardous
56.4,254.7,35,152.6,100.6,66.1,35,124.3,44.8,12,88.6,18.4,700,Out of Range
60.4,476.8,18.8,177.2,100.5,26.2,18.8,125,51.1,15.6,93,18.8,831,Out of Range
54.5,207.9,8.5,116.2,63,-2,8.5,167.1,9.4,12,70.8,17,291,Severe
53.5,141.2,4.5,105.3,54.7,-16.7,4.5,171.3,69.7,11.6,69.3,16.6,132,Very Unhealthy
41.6,102.9,13.8,104.4,61.2,23.3,13.8,109.4,63.1,12.5,69.8,13.2,212,Severe
32.4,316.8,25.7,78.3,57.3,54.6,25.7,71.6,44.8,7.3,76.1,12.6,717,Out of Range
30,216.7,22.1,114.5,72.4,48.8,22.1,97,37,8.9,64.6,11.6,525,Out of Range
33.3,133.2,52.2,128.1,111.2,113,52.2,99.7,42.1,20.6,91.7,19.4,777,Out of Range
56.5,497,10.6,121.6,66.9,14.1,10.6,81.2,54.4,8.4,54,13.3,807,Out of Range
88.9,33.9,46.9,147.4,109.6,119.3,46.9,82.2,67.2,13.1,69.2,13.2,520,Out of Range
111.7,482.4,41.3,119.7,108.5,98.2,41.3,94.5,53.6,17.5,68.7,16,1171,Out of Range
114.1,481.7,52.4,131.1,118.4,136.7,52.4,82.5,56.9,56.3,107.7,25.7,1332,Out of Range
116.9,678.9,31.5,119,104.3,50.5,31.5,98.3,53.2,24.5,128.4,25.3,1260,Out of Range
84.2,82.4,51.4,136.6,105,152.4,51.4,101.9,50.7,21.3,63.9,9.4,708,Out of Range
98.5,180.8,70,101.3,105.4,189.2,70,82.8,38.6,14.4,58.3,11.7,1108,Out of Range
84.2,388,17.1,91.6,57.5,66.2,17.1,72.9,24.4,13.6,35.1,6,761,Out of Range
71.8,75.3,37.7,77.6,75.3,111.4,37.7,60,46.1,15.9,41.3,8,541,Out of Range
80.5,194.7,80.8,83.6,104.6,215.9,80.8,45.1,36.9,19.3,76.6,13.9,1274,Out of Range
133.5,409,54.2,112.1,95.1,158.5,54.2,93.5,45,14.1,54.9,9.6,1241,Out of Range
116.5,474.6,45.2,140.9,103.4,131.3,45.2,118.4,10.7,11.5,67,9.9,1210,Out of Range
98.5,120,17.1,87.6,55.5,63.5,17.1,56.1,49.3,7.1,31.7,5,301,Hazardous
160.7,326,14.9,97.1,58.5,68.1,14.9,51.3,59.8,7.6,39.2,4.6,549,Out of Range
102.1,195.8,15.4,81.2,51,48,15.4,57.4,47.3,1,7.6,6,414,Hazardous
100.3,284.6,9.6,92.4,52.2,40.3,9.6,37.8,60.2,0.7,5.9,3.8,484,Hazardous
99.7,167.9,30,152.2,96.7,95.6,30,75.7,62.2,0.7,6.7,3.2,577,Out of Range
104.2,259.2,39.5,143,118.9,117.4,39.5,72.1,52.7,0.7,5.8,3.2,862,Out of Range
109.8,353.4,30.6,132.6,87.5,97.3,30.6,99.7,57.8,0.7,5.8,3.2,889,Out of Range
124.4,326.6,42.3,147.5,125.3,124.4,42.3,120,51.6,0.7,5.8,3.2,1001,Out of Range
180.3,288.9,63.3,156.2,132.3,186.2,63.3,118.4,50.3,7.2,31.9,7,1156,Out of Range
138.6,408.7,13.3,93.8,55.7,56.8,13.3,116.7,55.1,12.2,41.6,6.2,691,Out of Range
139.2,-225.3,61.2,148.1,117.9,182.2,61.2,103.1,63.7,16.5,48.6,8.3,308,Hazardous
154.1,269.1,51.8,101.1,94.4,152,51.8,111.6,48.1,17.7,60.6,10.6,965,Out of Range
121,833.4,15,93.6,56.8,62.6,15,119.4,50.9,9.2,34.2,4.4,1434,Out of Range
80.6,60.8,44.4,126.3,95.1,126.4,44.4,118.2,52.2,10.3,49.4,7.6,579,Out of Range
103.8,537.4,22.8,98.5,65.5,70.1,22.8,117.3,50.2,11.5,56.3,8.7,1034,Out of Range
75.7,275.2,10.9,70.6,42.6,41.8,10.9,106.9,68.5,8.2,32.6,4.8,498,Hazardous
62.8,40.3,21.1,68.7,49.2,66.6,21.1,67.1,71.3,9.2,29.8,5.7,265,Severe
104.2,195.8,40.3,69.1,64,125.1,40.3,19.2,42.6,15.3,42.2,8.5,740,Out of Range
91,538.1,5.9,64.6,35.9,37.2,5.9,74.1,29.7,7.7,23.8,3.9,856,Out of Range
90.1,130.8,15.2,81.4,51.1,54.8,15.2,73.6,73.1,8.9,32.6,5.5,304,Hazardous
160.4,338.5,19.5,65.5,46.5,82.5,19.5,50,55.5,11.4,31.7,4.8,657,Out of Range
94.6,148.4,20.1,58.3,43.4,71.5,20.1,51.5,57.3,3.6,24,3.5,403,Hazardous
124.6,189.8,30.9,67.3,55.9,110.2,30.9,83,27.5,9.4,37,3.9,596,Out of Range
92.5,151.7,18.1,61.8,43.7,72.4,18.1,77.9,23,7.8,26.6,3.2,392,Hazardous
86.3,179.4,16.4,60.8,41.9,62.9,16.4,82.3,31,6.2,25.8,3.6,414,Hazardous
104.2,162.5,22.5,72.5,52.1,75.7,22.5,65.4,39.1,10.9,36.5,7.1,442,Hazardous
88.5,115.8,26.6,60.4,49.3,92.6,26.6,3.3,33,10.7,32.5,5.6,438,Hazardous
84.5,222.7,23.2,61.4,47.3,82.5,23.2,3.3,45.9,7.2,33.8,4.6,561,Out of Range
73.5,227.6,29.4,63,52.7,96.2,29.4,3.3,42.8,9.8,39.2,5.9,660,Out of Range
53.9,154.4,31.9,58.2,52.2,96.6,31.9,18.9,60.6,2.3,14.7,3.7,616,Out of Range
60.1,169.5,48.8,47.3,60.5,136.9,48.8,22.7,51.6,6.7,30.5,6.9,855,Out of Range
53.1,329.7,12.2,44.6,30.9,40.5,12.2,94,36.4,4.2,20,4.6,633,Out of Range
71.3,149.3,7.9,35.8,23.4,33.4,7.9,63.3,34.8,0.7,6.6,3.2,274,Severe
37.9,130.2,5,31.2,18.9,24.4,5,16.3,34.8,0.7,15.2,3.2,210,Severe
78.2,194,20.3,71.6,50.1,71.8,20.3,51.4,10.4,6.7,35,5.1,478,Hazardous
56.4,143.7,25.3,86,60.9,70.8,25.3,16,77.4,7.9,40.4,8.2,465,Hazardous
59.7,195.8,47.4,77.7,77.3,131.6,47.4,26,63.5,11.4,63.3,9.1,836,Out of Range
114.6,497.9,42.8,36.3,49.4,118.7,42.8,23,56.5,10,51.7,10.9,1235,Out of Range
74.5,300.5,9.8,51.3,32.3,44.3,9.8,48.6,38,5.5,26.4,3.8,525,Out of Range
81.1,180,25.4,49,42.8,84.2,25.4,40.6,26.2,8.6,37.8,5.9,525,Out of Range
100.4,380.3,10.4,42.8,28.5,51.6,10.4,42.9,30.2,5.9,23.3,3.3,650,Out of Range
40,114.3,7.2,32.4,19.8,31.8,7.2,30.7,36.1,2.6,15.4,3.2,219,Severe
53.6,100.6,16.9,37,20,69.4,16.9,51.6,16.9,7,21.1,2.5,328,Hazardous
63.1,141.4,13.9,28.2,24.1,67.5,13.9,69.5,25.9,9.3,28.4,0.7,351,Hazardous
46.2,126,10.7,30.5,22.9,55.1,10.7,51.4,27.9,6.7,28,0.7,286,Severe
61.2,132.5,14.2,35.3,27.8,68.7,14.2,82.2,9.7,9,32.1,0.7,337,Hazardous
41.8,118.3,8.7,27.7,19.9,47.2,8.7,36.9,38.5,5,23.7,0.7,249,Severe
55.1,136.1,15.6,33.9,28.2,73,15.6,57.5,40.8,15.2,33,1.8,376,Hazardous
65.5,180,14,36.1,28,67.6,14,87.1,46.7,11,31.5,0.7,415,Hazardous
41,110.5,7.6,28.4,19.5,42.8,7.6,54.1,39.7,5,20.4,0.7,228,Severe
49.7,121.7,9.6,28.6,21.1,53.1,9.6,53.5,34.5,8,26.9,0.7,266,Severe
44.8,107.9,10.3,28.9,21.6,52.3,10.3,65.8,28,7.6,26.2,1,257,Severe
45.8,73.9,26.7,29.7,34.2,91.2,26.7,61.4,35.9,13.8,45.8,4.6,409,Hazardous
76.4,303.3,8.3,33.8,22.7,49.3,8.3,96.8,51,7.1,30,0.7,524,Out of Range
44.8,116.8,7.3,32.1,21.1,43.6,7.3,74.8,37.9,6.2,30.8,0.7,222,Severe
50.2,128,13.9,28.2,24.1,63.4,13.9,80.8,28.5,7.5,31.5,0.7,332,Hazardous
49.1,137.6,8.5,30.7,21.3,48.2,8.5,88.3,27.5,6.9,31.9,0.7,272,Severe
46.1,124.1,7.1,27.6,18.7,43.4,7.1,59.6,32.5,5.5,27.2,0.7,232,Severe
52.8,111.8,9.9,28.5,21.3,51.8,9.9,73.7,27.1,6.9,29.4,1,247,Severe
53.4,146.3,6.9,30.3,19.9,44.6,6.9,56.5,31.9,6.2,32,0.8,254,Severe
59.4,137.6,6.7,31.8,20.5,42.6,6.7,86.7,38.5,5.7,31,0.7,236,Severe
71,155.5,7.7,38.2,24.4,49.5,7.7,106.6,24.8,9.1,35.5,0.9,273,Severe
60,138.4,8.9,32,22.2,48.8,8.9,97.5,45.4,7.7,31.6,0.9,273,Severe
50.7,133.4,8.6,33.4,22.7,49.7,8.6,27.7,59.9,6.9,32.8,0.7,256,Severe
69.9,131.7,7,34.8,22.1,51.1,7,16.4,40.8,8.2,32.2,0.7,217,Severe
61.5,148.1,10.4,42.5,28.5,58.2,10.4,17.9,48.3,9.8,38.7,1.4,291,Severe
67,158.6,10.4,38.7,26.6,61.9,10.4,21.2,32.3,9.8,33,0.7,314,Hazardous
43.4,102.1,20,35,32,71.6,20,56.4,40.1,8.3,43.4,3.4,355,Hazardous
60.1,221.3,22.9,40.8,37,83.2,22.9,95.1,33.5,16,50.2,4.8,587,Out of Range
56.9,285.3,10.5,30.5,22.6,52.6,10.5,102.7,37.1,7,33.5,0.9,535,Out of Range
44.1,107.4,18.2,18.8,24.2,69.8,18.2,109.3,31.1,5.5,30.3,0.7,366,Hazardous
69,81.1,25.2,7.3,21,90.3,25.2,131.7,30.9,4.7,31,0.7,404,Hazardous
43.5,111.8,17.4,58.6,25.5,70.5,17.4,57,20.2,4.3,28.7,2,342,Hazardous
16.6,89.3,14.1,73.8,42.1,59.2,14.1,62.5,19.5,4.5,28.2,0.9,283.7,Severe
78.2,125.5,18.2,55.3,40.6,78.8,18.2,59.6,15.9,5.1,30.7,0.7,355,Hazardous
83.3,134.2,15.8,50.4,36.4,74.6,15.8,46.2,18.2,6.4,27.7,0.7,338,Hazardous
63.8,141.8,14.4,48.4,34.3,64.7,14.4,56.5,44,5.7,23.8,0.7,351,Hazardous
50.3,134.8,9.5,46.2,29.6,50,9.5,43.8,44.2,4.9,23.3,0.7,280,Severe
51.5,119,13.5,51,35,65.1,13.5,37.6,6.9,5.6,31.2,0.7,297,Severe
54.4,144.6,11.6,50.5,33.3,58.4,11.6,49.7,14.9,5.3,25.5,0.7,319,Hazardous
53.6,109.8,10.2,45.5,29.8,52.9,10.2,59.5,17.9,4.7,23,0.7,247,Severe
55.8,132.8,13.1,45.9,32.1,62.5,13.1,44.4,13.1,5,23.9,0.7,321,Hazardous
63.6,127.8,14,43.3,31.6,67.7,14,63.6,5.1,7,29.5,0.7,319,Hazardous
103.1,146.2,16.3,59.2,39.4,72.4,16.3,53.7,44.6,9.3,31.1,2.8,345,Hazardous
78.3,167.5,24.4,35.1,35.4,95.4,24.4,44.3,14.8,4.9,44.1,1,492,Hazardous
77.8,86,35.5,31.9,42,127.3,35.5,44.2,21,7.5,65.4,1.4,491,Hazardous
70,49.3,39.5,43.6,50.8,139.5,39.5,30.8,21.5,7.4,57.5,0.7,503,Out of Range
78.7,30.2,43.8,42.9,53.6,151.6,43.8,31.4,20.1,8.4,59.6,1.2,523,Out of Range
60,37,43.3,36.5,50.1,149.1,43.3,34.9,17.7,8.2,63.2,0.8,539,Out of Range
48.3,49.2,38,36.2,46,129.8,38,34.9,18.7,6.5,60.4,1.3,492,Hazardous
44.8,34.2,41.4,35.5,48.2,137.9,41.4,37.6,24.3,5.1,62.5,0.9,513,Out of Range
55.2,50.9,39.1,35.7,46.6,132.5,39.1,39.6,26.1,4.6,64.2,1,497,Hazardous
40.9,88.7,29.3,44.2,43.4,104.9,29.3,32,34.5,4.4,62.6,0.8,433,Hazardous
41.6,71.1,35.4,50,50.8,120.1,35.4,44,33.6,4.9,66.5,1.2,484,Hazardous
39,81,33.4,49.5,49.1,111.9,33.4,40.8,34.5,4.9,66.7,1.9,471,Hazardous
33.5,50,39,49.6,53.2,127.6,39,41.5,30.7,4.3,67.6,1.4,502,Out of Range
39.4,75.7,35.5,51.3,51.5,119.3,35.5,47.3,34.4,4,65.6,1.1,495,Hazardous
46.8,-157.6,65.7,54.7,73.1,164.4,65.7,36.5,23.1,9.3,78.8,13.7,486,Hazardous
51.6,16.6,45,43.4,54.7,145.5,45,27.3,22.5,7.1,64.4,2.6,524,Out of Range
38.1,59.2,40.6,45.7,52.6,137.8,40.6,26.8,28.4,6.6,58.5,0.7,556,Out of Range
27.8,47.3,37.7,41.6,48.4,127.1,37.7,39.2,13.7,6.6,55.5,1.1,508,Out of Range
36.3,89.1,25.6,45.8,41.5,78.9,25.6,55,10.5,7.4,39.1,5.7,413,Hazardous
76.4,106.7,26.4,53.2,45.7,101.2,26.4,43.4,2.1,6.1,43.7,1.5,421,Hazardous
62.7,108.5,21.9,50.5,41,83.8,21.9,22,0.7,7.8,21.1,2.9,400,Hazardous
48.1,104.5,19.1,61.6,44.3,77.4,19.1,25,0.9,4.8,21.3,1.2,361,Hazardous
36.8,105.8,21.1,53.3,41.7,82.6,21.1,25,1.2,5,34,1.1,385,Hazardous
41.4,102.1,25.5,38.1,37.6,97.2,25.5,18.9,1.1,4.7,42.9,0.7,428,Hazardous
302.1,217.1,27.2,28.1,34,133.7,27.2,46.9,0.9,5.3,43.4,0.7,440,Hazardous
37.2,82.8,34.3,58,53.9,106.6,34.3,34.4,1,7.6,47.3,5.3,510,Out of Range
59.8,129,29.6,57.8,50.3,112.1,29.6,17.7,2,6.6,44.6,0.8,513,Out of Range
71.9,171.6,17.4,98.3,60.9,62.6,17.4,25.7,2,6.5,55.2,6.4,365,Hazardous
48,187.1,17.1,151.7,87.5,73.8,17.1,25.9,2.5,4.6,103.8,2.9,336,Hazardous
55.9,152.3,19.9,66.7,47.4,81.3,19.9,32.6,1.8,4.7,69,1.9,377,Hazardous
72.1,119.4,24.7,59.1,47.3,99,24.7,32.6,1.3,6.6,29.4,0.8,442,Hazardous
127.2,102,29,37.3,39.9,120.6,29,26.4,0.4,9.9,43.2,1.1,421,Hazardous
127.4,136.6,25.6,40.6,38.9,105.4,25.6,34.4,2.8,9.6,41.1,2.5,428,Hazardous
36.4,95.2,30.5,49.5,46.9,110.9,30.5,37.2,3.3,5.6,58.4,0.7,472,Hazardous
41,104.9,29.9,113.8,77.9,112.7,29.9,22.8,3.7,7.9,52.1,0.9,478,Hazardous
33.4,120.3,20.7,62.2,45.8,81.4,20.7,21.1,4.4,4.5,21,0.7,422,Hazardous
33.5,95.2,17.8,40.9,33.2,73,17.8,28.9,8,4.8,20.3,0.7,347,Hazardous
29.6,73.3,30.8,74.1,59.2,92.5,30.8,19.3,3.3,8.7,35.8,6.7,461,Hazardous
21.9,75.9,27.8,63.9,51.9,101.2,27.8,16.3,3,5.8,30.4,0.7,447,Hazardous
44.9,81.3,31.4,68.3,56.8,119.3,31.4,17.4,3.2,10.5,40.6,0.7,486,Hazardous
33.2,89,31,54.2,49.6,115.7,31,17.1,4.5,11.8,38,1.2,510,Out of Range
45.3,104.5,35,61.7,56.2,131.1,35,23.9,3,13.7,45.9,0.9,576,Out of Range
49,147.7,25.6,63,49.8,103.4,25.6,19.2,3,9.9,57.3,1,485,Hazardous
42.9,66.4,34.9,51.3,51,124.5,34.9,20,31.9,8.6,56.7,0.8,488,Hazardous
48.4,70.6,43.2,57.7,60.4,149,43.2,21.2,30.6,10,55.3,0.8,613,Out of Range
51.7,68.5,39.3,54.1,55.7,137.9,39.3,20,29.8,10.3,37.2,0.7,577,Out of Range
43.2,80,29.8,51.3,47.2,107.2,29.8,18.2,32.8,6.4,27.6,0.7,474,Hazardous
35.8,67.4,29.7,48.9,46,105.3,29.7,19.9,31.7,5.8,26.9,0.7,458,Hazardous
37.8,99.9,23.9,45.4,40,88.5,23.9,19.8,34.9,4.6,25.3,0.7,428,Hazardous
38.1,68.3,27.8,47.9,44.1,99.1,27.8,25.3,32.5,4.8,26.7,0.7,429,Hazardous
39.4,71.1,30,47.8,45.7,105.5,30,24.1,31.8,5,28.7,0.7,461,Hazardous
51.8,75,28.7,45.3,43.5,101.6,28.7,61.9,34.2,5.4,26,0.7,450,Hazardous
63.4,95.6,26.6,48.2,43.4,94.7,26.6,109.6,40.3,5.7,24.9,0.7,453,Hazardous
58.2,108.7,25.5,49.9,43.4,91.8,25.5,106.2,42.2,6,28.2,0.7,459,Hazardous
47.8,103,25.7,49.4,43.3,93.4,25.7,113.3,3.2,6.3,23.8,0.7,468,Hazardous
53.6,109.4,22.5,52.6,42.1,84.9,22.5,96.7,2.9,4.5,22.1,0.7,424,Hazardous
48.2,105,18.3,51.4,38.8,71.7,18.3,104.6,2.8,4.1,19.3,0.7,366,Hazardous
56.8,84.7,28.8,59.1,49.7,102.3,28.8,126.1,4.8,5.8,29.8,0.7,465,Hazardous
41.2,90,25.2,38.7,37.7,90.4,25.2,83.8,9.9,4.4,26.4,0.7,434,Hazardous
37.3,85.8,29.2,47.8,45.1,103.7,29.2,58.3,6.6,5,35.8,0.7,470,Hazardous
28.7,97.9,25.2,45.6,41,91.4,25.2,41.8,20.2,5.5,24.8,0.7,455,Hazardous
34.1,101,27.6,46.8,43.4,99.4,27.6,29.7,22.8,5.8,24.7,0.7,489,Hazardous
28.9,115.8,21.2,53,41.7,82.1,21.2,26.9,16.4,5.8,20.9,0.7,431,Hazardous
25.1,64,25.3,54.7,45.5,92.2,25.3,21.6,10.3,4.7,21.5,0.7,402,Hazardous
32.1,71.6,29.2,48.6,45.5,102.9,29.2,42.1,10.8,5.3,21.8,0.7,469,Hazardous
44,69,30.7,54.3,49.4,108.2,30.7,49,7.1,5,21.8,0.7,476,Hazardous
48.7,85.1,27.9,47.1,43.8,102.6,27.9,31.2,11.3,5.9,22.1,0.7,459,Hazardous
43.5,143.3,12.3,39.1,28.2,57.1,12.3,43.7,22.5,4.4,19.6,0.7,342,Hazardous
28.7,66.9,18.3,55.2,40.6,73.1,18.3,32.6,15.7,4.9,19.3,0.7,311,Hazardous
31,96,26.4,63.8,50.8,83,26.4,128.4,18.7,6.3,27.8,3.2,467,Hazardous
34,80.8,30.3,67.3,55.5,48.2,30.3,152.5,15,8.3,51.6,16.9,429,Hazardous
33.7,126.8,24,59.1,46.7,84.8,24,156.2,23.6,7.1,31.3,0.7,490,Hazardous
48.2,58.9,29.3,66.4,54.3,100.1,29.3,151.4,13.4,5.9,25.1,0.7,445,Hazardous
40.7,78.8,31,61.2,52.9,105.1,31,120.5,14,5.6,28,0.7,499,Hazardous
38.7,69.4,30.7,60.3,52.3,100.8,30.7,146.8,16.3,5.3,28.8,1.1,482,Hazardous
49.5,71.7,34.3,63.3,56.2,115.8,34.3,88.4,13.9,4.8,23.5,0.7,527,Out of Range
33.2,62.9,36.2,56.4,54.5,118.5,36.2,96.7,8.8,4.9,22.1,0.7,556,Out of Range
34.5,60.7,31.2,51.3,48.3,104.5,31.2,66.5,34.4,4.5,19.2,0.7,482,Hazardous
44.6,125.8,33.1,57.9,52.9,112,33.1,34.7,37.1,4.8,23.2,1,597,Out of Range
58.9,126.3,26.7,67.8,53,96.4,26.7,56.9,43.6,4.7,28.8,0.8,491,Hazardous
51,102,26.4,63.1,50.4,97.1,26.4,49.3,40.7,6.5,26.5,0.7,460,Hazardous
45.8,72.4,33.3,54.6,51.5,115,33.3,25.5,32,5.5,25.5,0.8,510,Out of Range
38.2,70.8,41,60.3,60,134.7,41,59.9,33.8,6.7,29.2,0.7,623,Out of Range
34.4,88.4,35.2,58.5,54.8,114.8,35.2,85.3,38.5,4.8,25.6,0.7,577,Out of Range
28.8,56.7,28.5,49.1,45.2,94.5,28.5,101.4,37.8,4.4,23.9,0.7,440,Hazardous
67.1,130.9,17.6,28.4,31.4,26.3,2.2,14.2,34.4,3.3,8.4,2.4,164.7,Very Unhealthy
114.9,153.1,33.2,85.7,66.6,123.3,33.2,28.7,17.6,3.9,16,0.7,590.3,Out of Range
20.8,55.3,26.8,70.3,54.3,92.2,26.8,53.2,22.4,3.9,16,0.7,420.4,Hazardous
22.1,103.3,28.4,68.3,54.5,96.8,28.4,49.3,22.9,3.9,16,0.7,520,Out of Range
19.7,134.1,24.4,65.2,50,85.1,24.4,56.9,26.6,3.9,16,0.7,518,Out of Range
